 ,5.09 BN - Rhenusallee ,5.09 BN - Rhenusallee Radfahrer Ri. Beuel ,5.09 BN - Rhenusallee Radfahrer Ri. Oberkassel
2015-05-22-11-45-00,31,16,15
2015-05-22-12-00-00,31,8,23
2015-05-22-12-15-00,27,9,18
2015-05-22-12-30-00,43,23,20
2015-05-22-12-45-00,34,14,20
2015-05-22-13-00-00,37,20,17
2015-05-22-13-15-00,48,14,34
2015-05-22-13-30-00,56,28,28
2015-05-22-13-45-00,38,20,18
2015-05-22-14-00-00,46,28,18
2015-05-22-14-15-00,64,30,34
2015-05-22-14-30-00,57,32,25
2015-05-22-14-45-00,68,31,37
2015-05-22-15-00-00,72,46,26
2015-05-22-15-15-00,70,46,24
2015-05-22-15-30-00,62,39,23
2015-05-22-15-45-00,58,39,19
2015-05-22-16-00-00,69,38,31
2015-05-22-16-15-00,61,39,22
2015-05-22-16-30-00,79,49,30
2015-05-22-16-45-00,94,54,40
2015-05-22-17-00-00,72,53,19
2015-05-22-17-15-00,55,33,22
2015-05-22-17-30-00,75,42,33
2015-05-22-17-45-00,80,51,29
2015-05-22-18-00-00,67,43,24
2015-05-22-18-15-00,95,51,44
2015-05-22-18-30-00,55,35,20
2015-05-22-18-45-00,52,26,26
2015-05-22-19-00-00,69,40,29
2015-05-22-19-15-00,51,22,29
2015-05-22-19-30-00,60,35,25
2015-05-22-19-45-00,47,28,19
2015-05-22-20-00-00,47,29,18
2015-05-22-20-15-00,41,23,18
2015-05-22-20-30-00,32,20,12
2015-05-22-20-45-00,20,11,9
2015-05-22-21-00-00,29,16,13
2015-05-22-21-15-00,29,19,10
2015-05-22-21-30-00,13,5,8
2015-05-22-21-45-00,13,8,5
2015-05-22-22-00-00,14,5,9
2015-05-22-22-15-00,2,1,1
2015-05-22-22-30-00,4,2,2
2015-05-22-22-45-00,6,1,5
2015-05-22-23-00-00,4,3,1
2015-05-22-23-15-00,2,0,2
2015-05-22-23-30-00,5,2,3
2015-05-22-23-45-00,1,1,0
2015-05-23-00-00-00,2,2,0
2015-05-23-00-15-00,3,1,2
2015-05-23-00-30-00,0,0,0
2015-05-23-00-45-00,1,0,1
2015-05-23-01-00-00,4,1,3
2015-05-23-01-15-00,2,0,2
2015-05-23-01-30-00,0,0,0
2015-05-23-01-45-00,1,1,0
2015-05-23-02-00-00,0,0,0
2015-05-23-02-15-00,0,0,0
2015-05-23-02-30-00,1,0,1
2015-05-23-02-45-00,1,1,0
2015-05-23-03-00-00,1,0,1
2015-05-23-03-15-00,1,0,1
2015-05-23-03-30-00,1,1,0
2015-05-23-03-45-00,1,0,1
2015-05-23-04-00-00,0,0,0
2015-05-23-04-15-00,0,0,0
2015-05-23-04-30-00,1,0,1
2015-05-23-04-45-00,0,0,0
2015-05-23-05-00-00,0,0,0
2015-05-23-05-15-00,0,0,0
2015-05-23-05-30-00,1,1,0
2015-05-23-05-45-00,1,0,1
2015-05-23-06-00-00,1,1,0
2015-05-23-06-15-00,1,0,1
2015-05-23-06-30-00,4,3,1
2015-05-23-06-45-00,2,2,0
2015-05-23-07-00-00,6,3,3
2015-05-23-07-15-00,4,2,2
2015-05-23-07-30-00,1,0,1
2015-05-23-07-45-00,6,2,4
2015-05-23-08-00-00,3,3,0
2015-05-23-08-15-00,9,6,3
2015-05-23-08-30-00,6,4,2
2015-05-23-08-45-00,5,3,2
2015-05-23-09-00-00,5,4,1
2015-05-23-09-15-00,12,4,8
2015-05-23-09-30-00,11,9,2
2015-05-23-09-45-00,21,8,13
2015-05-23-10-00-00,21,10,11
2015-05-23-10-15-00,29,18,11
2015-05-23-10-30-00,31,12,19
2015-05-23-10-45-00,34,7,27
2015-05-23-11-00-00,22,11,11
2015-05-23-11-15-00,32,14,18
2015-05-23-11-30-00,38,22,16
2015-05-23-11-45-00,28,13,15
2015-05-23-12-00-00,54,28,26
2015-05-23-12-15-00,47,13,34
2015-05-23-12-30-00,38,23,15
2015-05-23-12-45-00,28,13,15
2015-05-23-13-00-00,41,26,15
2015-05-23-13-15-00,53,20,33
2015-05-23-13-30-00,43,17,26
2015-05-23-13-45-00,48,21,27
2015-05-23-14-00-00,47,15,32
2015-05-23-14-15-00,57,23,34
2015-05-23-14-30-00,72,39,33
2015-05-23-14-45-00,49,16,33
2015-05-23-15-00-00,62,28,34
2015-05-23-15-15-00,73,33,40
2015-05-23-15-30-00,66,34,32
2015-05-23-15-45-00,65,24,41
2015-05-23-16-00-00,44,17,27
2015-05-23-16-15-00,57,22,35
2015-05-23-16-30-00,76,32,44
2015-05-23-16-45-00,62,31,31
2015-05-23-17-00-00,53,34,19
2015-05-23-17-15-00,44,18,26
2015-05-23-17-30-00,61,34,27
2015-05-23-17-45-00,51,38,13
2015-05-23-18-00-00,47,27,20
2015-05-23-18-15-00,50,26,24
2015-05-23-18-30-00,40,26,14
2015-05-23-18-45-00,16,12,4
2015-05-23-19-00-00,31,16,15
2015-05-23-19-15-00,15,10,5
2015-05-23-19-30-00,11,9,2
2015-05-23-19-45-00,35,19,16
2015-05-23-20-00-00,13,10,3
2015-05-23-20-15-00,14,9,5
2015-05-23-20-30-00,8,0,8
2015-05-23-20-45-00,13,8,5
2015-05-23-21-00-00,11,8,3
2015-05-23-21-15-00,10,5,5
2015-05-23-21-30-00,9,6,3
2015-05-23-21-45-00,4,2,2
2015-05-23-22-00-00,4,3,1
2015-05-23-22-15-00,4,3,1
2015-05-23-22-30-00,0,0,0
2015-05-23-22-45-00,6,2,4
2015-05-23-23-00-00,10,7,3
2015-05-23-23-15-00,3,2,1
2015-05-23-23-30-00,7,2,5
2015-05-23-23-45-00,3,1,2
2015-05-24-00-00-00,1,1,0
2015-05-24-00-15-00,0,0,0
2015-05-24-00-30-00,1,0,1
2015-05-24-00-45-00,2,0,2
2015-05-24-01-00-00,1,0,1
2015-05-24-01-15-00,1,1,0
2015-05-24-01-30-00,3,0,3
2015-05-24-01-45-00,0,0,0
2015-05-24-02-00-00,0,0,0
2015-05-24-02-15-00,0,0,0
2015-05-24-02-30-00,0,0,0
2015-05-24-02-45-00,2,2,0
2015-05-24-03-00-00,2,2,0
2015-05-24-03-15-00,0,0,0
2015-05-24-03-30-00,0,0,0
2015-05-24-03-45-00,1,1,0
2015-05-24-04-00-00,0,0,0
2015-05-24-04-15-00,0,0,0
2015-05-24-04-30-00,0,0,0
2015-05-24-04-45-00,0,0,0
2015-05-24-05-00-00,0,0,0
2015-05-24-05-15-00,3,1,2
2015-05-24-05-30-00,3,1,2
2015-05-24-05-45-00,1,1,0
2015-05-24-06-00-00,2,1,1
2015-05-24-06-15-00,3,1,2
2015-05-24-06-30-00,2,1,1
2015-05-24-06-45-00,6,3,3
2015-05-24-07-00-00,2,1,1
2015-05-24-07-15-00,3,1,2
2015-05-24-07-30-00,8,3,5
2015-05-24-07-45-00,5,3,2
2015-05-24-08-00-00,5,1,4
2015-05-24-08-15-00,9,5,4
2015-05-24-08-30-00,9,4,5
2015-05-24-08-45-00,7,2,5
2015-05-24-09-00-00,10,5,5
2015-05-24-09-15-00,14,7,7
2015-05-24-09-30-00,13,5,8
2015-05-24-09-45-00,17,9,8
2015-05-24-10-00-00,33,19,14
2015-05-24-10-15-00,38,4,34
2015-05-24-10-30-00,48,14,34
2015-05-24-10-45-00,70,20,50
2015-05-24-11-00-00,59,28,31
2015-05-24-11-15-00,83,46,37
2015-05-24-11-30-00,135,52,83
2015-05-24-11-45-00,106,35,71
2015-05-24-12-00-00,96,31,65
2015-05-24-12-15-00,103,41,62
2015-05-24-12-30-00,89,29,60
2015-05-24-12-45-00,128,60,68
2015-05-24-13-00-00,132,45,87
2015-05-24-13-15-00,99,46,53
2015-05-24-13-30-00,139,40,99
2015-05-24-13-45-00,134,59,75
2015-05-24-14-00-00,113,53,60
2015-05-24-14-15-00,160,86,74
2015-05-24-14-30-00,127,71,56
2015-05-24-14-45-00,150,80,70
2015-05-24-15-00-00,140,68,72
2015-05-24-15-15-00,144,56,88
2015-05-24-15-30-00,154,103,51
2015-05-24-15-45-00,159,91,68
2015-05-24-16-00-00,141,73,68
2015-05-24-16-15-00,172,92,80
2015-05-24-16-30-00,125,85,40
2015-05-24-16-45-00,133,73,60
2015-05-24-17-00-00,147,88,59
2015-05-24-17-15-00,140,74,66
2015-05-24-17-30-00,133,84,49
2015-05-24-17-45-00,99,66,33
2015-05-24-18-00-00,120,72,48
2015-05-24-18-15-00,122,82,40
2015-05-24-18-30-00,93,62,31
2015-05-24-18-45-00,49,34,15
2015-05-24-19-00-00,82,55,27
2015-05-24-19-15-00,72,36,36
2015-05-24-19-30-00,61,42,19
2015-05-24-19-45-00,41,27,14
2015-05-24-20-00-00,67,44,23
2015-05-24-20-15-00,70,54,16
2015-05-24-20-30-00,43,30,13
2015-05-24-20-45-00,33,24,9
2015-05-24-21-00-00,30,23,7
2015-05-24-21-15-00,35,12,23
2015-05-24-21-30-00,21,13,8
2015-05-24-21-45-00,18,12,6
2015-05-24-22-00-00,20,17,3
2015-05-24-22-15-00,10,9,1
2015-05-24-22-30-00,11,8,3
2015-05-24-22-45-00,10,4,6
2015-05-24-23-00-00,1,0,1
2015-05-24-23-15-00,3,3,0
2015-05-24-23-30-00,8,2,6
2015-05-24-23-45-00,8,6,2
2015-05-25-00-00-00,2,0,2
2015-05-25-00-15-00,2,0,2
2015-05-25-00-30-00,0,0,0
2015-05-25-00-45-00,0,0,0
2015-05-25-01-00-00,2,0,2
2015-05-25-01-15-00,0,0,0
2015-05-25-01-30-00,0,0,0
2015-05-25-01-45-00,0,0,0
2015-05-25-02-00-00,0,0,0
2015-05-25-02-15-00,1,0,1
2015-05-25-02-30-00,0,0,0
2015-05-25-02-45-00,0,0,0
2015-05-25-03-00-00,0,0,0
2015-05-25-03-15-00,0,0,0
2015-05-25-03-30-00,0,0,0
2015-05-25-03-45-00,0,0,0
2015-05-25-04-00-00,0,0,0
2015-05-25-04-15-00,1,0,1
2015-05-25-04-30-00,0,0,0
2015-05-25-04-45-00,0,0,0
2015-05-25-05-00-00,0,0,0
2015-05-25-05-15-00,0,0,0
2015-05-25-05-30-00,0,0,0
2015-05-25-05-45-00,0,0,0
2015-05-25-06-00-00,1,1,0
2015-05-25-06-15-00,5,1,4
2015-05-25-06-30-00,3,2,1
2015-05-25-06-45-00,4,2,2
2015-05-25-07-00-00,2,1,1
2015-05-25-07-15-00,4,0,4
2015-05-25-07-30-00,7,4,3
2015-05-25-07-45-00,4,2,2
2015-05-25-08-00-00,5,3,2
2015-05-25-08-15-00,4,3,1
2015-05-25-08-30-00,8,6,2
2015-05-25-08-45-00,6,2,4
2015-05-25-09-00-00,8,1,7
2015-05-25-09-15-00,5,1,4
2015-05-25-09-30-00,15,6,9
2015-05-25-09-45-00,4,1,3
2015-05-25-10-00-00,11,3,8
2015-05-25-10-15-00,12,9,3
2015-05-25-10-30-00,15,13,2
2015-05-25-10-45-00,14,5,9
2015-05-25-11-00-00,18,10,8
2015-05-25-11-15-00,13,11,2
2015-05-25-11-30-00,7,2,5
2015-05-25-11-45-00,14,9,5
2015-05-25-12-00-00,25,14,11
2015-05-25-12-15-00,6,2,4
2015-05-25-12-30-00,8,5,3
2015-05-25-12-45-00,11,9,2
2015-05-25-13-00-00,24,20,4
2015-05-25-13-15-00,16,7,9
2015-05-25-13-30-00,11,5,6
2015-05-25-13-45-00,18,7,11
2015-05-25-14-00-00,15,3,12
2015-05-25-14-15-00,13,8,5
2015-05-25-14-30-00,20,14,6
2015-05-25-14-45-00,28,11,17
2015-05-25-15-00-00,42,24,18
2015-05-25-15-15-00,30,10,20
2015-05-25-15-30-00,36,22,14
2015-05-25-15-45-00,30,11,19
2015-05-25-16-00-00,34,8,26
2015-05-25-16-15-00,20,11,9
2015-05-25-16-30-00,41,22,19
2015-05-25-16-45-00,51,28,23
2015-05-25-17-00-00,35,15,20
2015-05-25-17-15-00,51,24,27
2015-05-25-17-30-00,36,18,18
2015-05-25-17-45-00,32,24,8
2015-05-25-18-00-00,49,29,20
2015-05-25-18-15-00,40,20,20
2015-05-25-18-30-00,45,25,20
2015-05-25-18-45-00,32,13,19
2015-05-25-19-00-00,24,9,15
2015-05-25-19-15-00,31,20,11
2015-05-25-19-30-00,44,32,12
2015-05-25-19-45-00,22,12,10
2015-05-25-20-00-00,34,20,14
2015-05-25-20-15-00,30,24,6
2015-05-25-20-30-00,14,7,7
2015-05-25-20-45-00,15,7,8
2015-05-25-21-00-00,7,2,5
2015-05-25-21-15-00,24,18,6
2015-05-25-21-30-00,16,7,9
2015-05-25-21-45-00,4,4,0
2015-05-25-22-00-00,5,2,3
2015-05-25-22-15-00,1,1,0
2015-05-25-22-30-00,3,0,3
2015-05-25-22-45-00,3,0,3
2015-05-25-23-00-00,0,0,0
2015-05-25-23-15-00,2,0,2
2015-05-25-23-30-00,1,0,1
2015-05-25-23-45-00,0,0,0
2015-05-26-00-00-00,0,0,0
2015-05-26-00-15-00,0,0,0
2015-05-26-00-30-00,1,1,0
2015-05-26-00-45-00,0,0,0
2015-05-26-01-00-00,0,0,0
2015-05-26-01-15-00,0,0,0
2015-05-26-01-30-00,0,0,0
2015-05-26-01-45-00,0,0,0
2015-05-26-02-00-00,0,0,0
2015-05-26-02-15-00,0,0,0
2015-05-26-02-30-00,0,0,0
2015-05-26-02-45-00,0,0,0
2015-05-26-03-00-00,0,0,0
2015-05-26-03-15-00,0,0,0
2015-05-26-03-30-00,0,0,0
2015-05-26-03-45-00,0,0,0
2015-05-26-04-00-00,0,0,0
2015-05-26-04-15-00,0,0,0
2015-05-26-04-30-00,1,0,1
2015-05-26-04-45-00,0,0,0
2015-05-26-05-00-00,0,0,0
2015-05-26-05-15-00,1,1,0
2015-05-26-05-30-00,4,0,4
2015-05-26-05-45-00,4,2,2
2015-05-26-06-00-00,7,3,4
2015-05-26-06-15-00,9,4,5
2015-05-26-06-30-00,6,3,3
2015-05-26-06-45-00,11,6,5
2015-05-26-07-00-00,22,7,15
2015-05-26-07-15-00,24,7,17
2015-05-26-07-30-00,29,9,20
2015-05-26-07-45-00,35,9,26
2015-05-26-08-00-00,34,6,28
2015-05-26-08-15-00,40,4,36
2015-05-26-08-30-00,35,7,28
2015-05-26-08-45-00,48,13,35
2015-05-26-09-00-00,29,6,23
2015-05-26-09-15-00,18,8,10
2015-05-26-09-30-00,12,6,6
2015-05-26-09-45-00,15,4,11
2015-05-26-10-00-00,10,6,4
2015-05-26-10-15-00,9,7,2
2015-05-26-10-30-00,15,12,3
2015-05-26-10-45-00,13,10,3
2015-05-26-11-00-00,9,5,4
2015-05-26-11-15-00,25,9,16
2015-05-26-11-30-00,13,7,6
2015-05-26-11-45-00,28,8,20
2015-05-26-12-00-00,18,11,7
2015-05-26-12-15-00,10,6,4
2015-05-26-12-30-00,25,10,15
2015-05-26-12-45-00,23,10,13
2015-05-26-13-00-00,19,9,10
2015-05-26-13-15-00,18,7,11
2015-05-26-13-30-00,24,14,10
2015-05-26-13-45-00,21,15,6
2015-05-26-14-00-00,7,4,3
2015-05-26-14-15-00,15,3,12
2015-05-26-14-30-00,20,11,9
2015-05-26-14-45-00,21,14,7
2015-05-26-15-00-00,26,14,12
2015-05-26-15-15-00,23,12,11
2015-05-26-15-30-00,26,17,9
2015-05-26-15-45-00,33,11,22
2015-05-26-16-00-00,37,20,17
2015-05-26-16-15-00,36,22,14
2015-05-26-16-30-00,21,12,9
2015-05-26-16-45-00,33,28,5
2015-05-26-17-00-00,43,22,21
2015-05-26-17-15-00,54,43,11
2015-05-26-17-30-00,52,39,13
2015-05-26-17-45-00,34,23,11
2015-05-26-18-00-00,42,27,15
2015-05-26-18-15-00,41,31,10
2015-05-26-18-30-00,42,26,16
2015-05-26-18-45-00,35,23,12
2015-05-26-19-00-00,22,13,9
2015-05-26-19-15-00,16,11,5
2015-05-26-19-30-00,21,10,11
2015-05-26-19-45-00,23,13,10
2015-05-26-20-00-00,14,6,8
2015-05-26-20-15-00,17,12,5
2015-05-26-20-30-00,16,11,5
2015-05-26-20-45-00,13,10,3
2015-05-26-21-00-00,11,8,3
2015-05-26-21-15-00,12,7,5
2015-05-26-21-30-00,6,4,2
2015-05-26-21-45-00,9,6,3
2015-05-26-22-00-00,5,3,2
2015-05-26-22-15-00,2,0,2
2015-05-26-22-30-00,3,0,3
2015-05-26-22-45-00,1,1,0
2015-05-26-23-00-00,3,1,2
2015-05-26-23-15-00,0,0,0
2015-05-26-23-30-00,3,1,2
2015-05-26-23-45-00,0,0,0
2015-05-27-00-00-00,1,1,0
2015-05-27-00-15-00,2,0,2
2015-05-27-00-30-00,0,0,0
2015-05-27-00-45-00,0,0,0
2015-05-27-01-00-00,0,0,0
2015-05-27-01-15-00,0,0,0
2015-05-27-01-30-00,0,0,0
2015-05-27-01-45-00,0,0,0
2015-05-27-02-00-00,0,0,0
2015-05-27-02-15-00,0,0,0
2015-05-27-02-30-00,0,0,0
2015-05-27-02-45-00,0,0,0
2015-05-27-03-00-00,0,0,0
2015-05-27-03-15-00,0,0,0
2015-05-27-03-30-00,0,0,0
2015-05-27-03-45-00,0,0,0
2015-05-27-04-00-00,0,0,0
2015-05-27-04-15-00,0,0,0
2015-05-27-04-30-00,0,0,0
2015-05-27-04-45-00,0,0,0
2015-05-27-05-00-00,0,0,0
2015-05-27-05-15-00,2,1,1
2015-05-27-05-30-00,2,0,2
2015-05-27-05-45-00,4,0,4
2015-05-27-06-00-00,8,4,4
2015-05-27-06-15-00,10,5,5
2015-05-27-06-30-00,13,6,7
2015-05-27-06-45-00,14,5,9
2015-05-27-07-00-00,31,16,15
2015-05-27-07-15-00,39,15,24
2015-05-27-07-30-00,50,23,27
2015-05-27-07-45-00,52,14,38
2015-05-27-08-00-00,52,11,41
2015-05-27-08-15-00,40,7,33
2015-05-27-08-30-00,48,11,37
2015-05-27-08-45-00,52,13,39
2015-05-27-09-00-00,27,6,21
2015-05-27-09-15-00,27,11,16
2015-05-27-09-30-00,23,11,12
2015-05-27-09-45-00,19,9,10
2015-05-27-10-00-00,14,3,11
2015-05-27-10-15-00,13,6,7
2015-05-27-10-30-00,17,6,11
2015-05-27-10-45-00,28,12,16
2015-05-27-11-00-00,16,8,8
2015-05-27-11-15-00,17,7,10
2015-05-27-11-30-00,19,9,10
2015-05-27-11-45-00,24,12,12
2015-05-27-12-00-00,10,4,6
2015-05-27-12-15-00,30,13,17
2015-05-27-12-30-00,23,10,13
2015-05-27-12-45-00,28,16,12
2015-05-27-13-00-00,33,19,14
2015-05-27-13-15-00,19,7,12
2015-05-27-13-30-00,28,10,18
2015-05-27-13-45-00,26,12,14
2015-05-27-14-00-00,25,16,9
2015-05-27-14-15-00,26,10,16
2015-05-27-14-30-00,25,9,16
2015-05-27-14-45-00,34,22,12
2015-05-27-15-00-00,38,17,21
2015-05-27-15-15-00,39,22,17
2015-05-27-15-30-00,50,27,23
2015-05-27-15-45-00,36,20,16
2015-05-27-16-00-00,48,26,22
2015-05-27-16-15-00,45,36,9
2015-05-27-16-30-00,52,28,24
2015-05-27-16-45-00,47,29,18
2015-05-27-17-00-00,80,52,28
2015-05-27-17-15-00,67,40,27
2015-05-27-17-30-00,57,38,19
2015-05-27-17-45-00,77,46,31
2015-05-27-18-00-00,66,45,21
2015-05-27-18-15-00,63,35,28
2015-05-27-18-30-00,54,26,28
2015-05-27-18-45-00,54,35,19
2015-05-27-19-00-00,61,38,23
2015-05-27-19-15-00,43,23,20
2015-05-27-19-30-00,42,21,21
2015-05-27-19-45-00,53,30,23
2015-05-27-20-00-00,42,23,19
2015-05-27-20-15-00,38,22,16
2015-05-27-20-30-00,27,17,10
2015-05-27-20-45-00,27,17,10
2015-05-27-21-00-00,18,13,5
2015-05-27-21-15-00,10,3,7
2015-05-27-21-30-00,20,13,7
2015-05-27-21-45-00,7,3,4
2015-05-27-22-00-00,5,4,1
2015-05-27-22-15-00,5,5,0
2015-05-27-22-30-00,9,5,4
2015-05-27-22-45-00,2,2,0
2015-05-27-23-00-00,2,0,2
2015-05-27-23-15-00,0,0,0
2015-05-27-23-30-00,6,3,3
2015-05-27-23-45-00,1,0,1
2015-05-28-00-00-00,0,0,0
2015-05-28-00-15-00,0,0,0
2015-05-28-00-30-00,0,0,0
2015-05-28-00-45-00,0,0,0
2015-05-28-01-00-00,2,2,0
2015-05-28-01-15-00,0,0,0
2015-05-28-01-30-00,0,0,0
2015-05-28-01-45-00,3,0,3
2015-05-28-02-00-00,0,0,0
2015-05-28-02-15-00,0,0,0
2015-05-28-02-30-00,1,0,1
2015-05-28-02-45-00,0,0,0
2015-05-28-03-00-00,0,0,0
2015-05-28-03-15-00,0,0,0
2015-05-28-03-30-00,0,0,0
2015-05-28-03-45-00,0,0,0
2015-05-28-04-00-00,0,0,0
2015-05-28-04-15-00,0,0,0
2015-05-28-04-30-00,1,0,1
2015-05-28-04-45-00,1,1,0
2015-05-28-05-00-00,1,0,1
2015-05-28-05-15-00,3,1,2
2015-05-28-05-30-00,1,0,1
2015-05-28-05-45-00,4,1,3
2015-05-28-06-00-00,5,2,3
2015-05-28-06-15-00,7,2,5
2015-05-28-06-30-00,12,4,8
2015-05-28-06-45-00,11,6,5
2015-05-28-07-00-00,23,10,13
2015-05-28-07-15-00,34,13,21
2015-05-28-07-30-00,49,18,31
2015-05-28-07-45-00,48,14,34
2015-05-28-08-00-00,44,10,34
2015-05-28-08-15-00,44,14,30
2015-05-28-08-30-00,51,14,37
2015-05-28-08-45-00,52,8,44
2015-05-28-09-00-00,30,10,20
2015-05-28-09-15-00,26,6,20
2015-05-28-09-30-00,21,11,10
2015-05-28-09-45-00,14,9,5
2015-05-28-10-00-00,18,7,11
2015-05-28-10-15-00,16,8,8
2015-05-28-10-30-00,24,10,14
2015-05-28-10-45-00,13,8,5
2015-05-28-11-00-00,12,5,7
2015-05-28-11-15-00,20,13,7
2015-05-28-11-30-00,19,9,10
2015-05-28-11-45-00,25,10,15
2015-05-28-12-00-00,13,7,6
2015-05-28-12-15-00,15,3,12
2015-05-28-12-30-00,21,4,17
2015-05-28-12-45-00,19,12,7
2015-05-28-13-00-00,19,14,5
2015-05-28-13-15-00,34,14,20
2015-05-28-13-30-00,27,13,14
2015-05-28-13-45-00,15,2,13
2015-05-28-14-00-00,29,11,18
2015-05-28-14-15-00,40,17,23
2015-05-28-14-30-00,16,9,7
2015-05-28-14-45-00,22,9,13
2015-05-28-15-00-00,26,14,12
2015-05-28-15-15-00,31,18,13
2015-05-28-15-30-00,36,23,13
2015-05-28-15-45-00,35,12,23
2015-05-28-16-00-00,29,19,10
2015-05-28-16-15-00,36,19,17
2015-05-28-16-30-00,37,27,10
2015-05-28-16-45-00,41,27,14
2015-05-28-17-00-00,48,33,15
2015-05-28-17-15-00,50,37,13
2015-05-28-17-30-00,44,35,9
2015-05-28-17-45-00,40,31,9
2015-05-28-18-00-00,51,35,16
2015-05-28-18-15-00,55,40,15
2015-05-28-18-30-00,52,32,20
2015-05-28-18-45-00,38,19,19
2015-05-28-19-00-00,34,24,10
2015-05-28-19-15-00,29,21,8
2015-05-28-19-30-00,35,18,17
2015-05-28-19-45-00,20,11,9
2015-05-28-20-00-00,31,14,17
2015-05-28-20-15-00,26,17,9
2015-05-28-20-30-00,18,12,6
2015-05-28-20-45-00,17,16,1
2015-05-28-21-00-00,14,5,9
2015-05-28-21-15-00,11,6,5
2015-05-28-21-30-00,5,2,3
2015-05-28-21-45-00,8,4,4
2015-05-28-22-00-00,6,0,6
2015-05-28-22-15-00,2,0,2
2015-05-28-22-30-00,8,1,7
2015-05-28-22-45-00,3,1,2
2015-05-28-23-00-00,0,0,0
2015-05-28-23-15-00,4,3,1
2015-05-28-23-30-00,1,0,1
2015-05-28-23-45-00,0,0,0
2015-05-29-00-00-00,1,1,0
2015-05-29-00-15-00,0,0,0
2015-05-29-00-30-00,0,0,0
2015-05-29-00-45-00,2,0,2
2015-05-29-01-00-00,1,1,0
2015-05-29-01-15-00,0,0,0
2015-05-29-01-30-00,2,1,1
2015-05-29-01-45-00,0,0,0
2015-05-29-02-00-00,0,0,0
2015-05-29-02-15-00,0,0,0
2015-05-29-02-30-00,0,0,0
2015-05-29-02-45-00,0,0,0
2015-05-29-03-00-00,1,0,1
2015-05-29-03-15-00,0,0,0
2015-05-29-03-30-00,0,0,0
2015-05-29-03-45-00,0,0,0
2015-05-29-04-00-00,0,0,0
2015-05-29-04-15-00,0,0,0
2015-05-29-04-30-00,0,0,0
2015-05-29-04-45-00,0,0,0
2015-05-29-05-00-00,0,0,0
2015-05-29-05-15-00,2,2,0
2015-05-29-05-30-00,2,0,2
2015-05-29-05-45-00,2,0,2
2015-05-29-06-00-00,5,2,3
2015-05-29-06-15-00,9,4,5
2015-05-29-06-30-00,9,3,6
2015-05-29-06-45-00,12,6,6
2015-05-29-07-00-00,24,11,13
2015-05-29-07-15-00,30,9,21
2015-05-29-07-30-00,49,20,29
2015-05-29-07-45-00,48,15,33
2015-05-29-08-00-00,48,15,33
2015-05-29-08-15-00,44,9,35
2015-05-29-08-30-00,28,5,23
2015-05-29-08-45-00,49,3,46
2015-05-29-09-00-00,23,5,18
2015-05-29-09-15-00,22,8,14
2015-05-29-09-30-00,22,10,12
2015-05-29-09-45-00,27,9,18
2015-05-29-10-00-00,23,9,14
2015-05-29-10-15-00,16,6,10
2015-05-29-10-30-00,4,2,2
2015-05-29-10-45-00,10,7,3
2015-05-29-11-00-00,13,8,5
2015-05-29-11-15-00,12,7,5
2015-05-29-11-30-00,31,18,13
2015-05-29-11-45-00,18,6,12
2015-05-29-12-00-00,23,11,12
2015-05-29-12-15-00,13,7,6
2015-05-29-12-30-00,18,12,6
2015-05-29-12-45-00,29,17,12
2015-05-29-13-00-00,30,12,18
2015-05-29-13-15-00,18,13,5
2015-05-29-13-30-00,29,9,20
2015-05-29-13-45-00,21,11,10
2015-05-29-14-00-00,18,12,6
2015-05-29-14-15-00,14,11,3
2015-05-29-14-30-00,46,28,18
2015-05-29-14-45-00,32,22,10
2015-05-29-15-00-00,29,13,16
2015-05-29-15-15-00,38,24,14
2015-05-29-15-30-00,43,27,16
2015-05-29-15-45-00,50,29,21
2015-05-29-16-00-00,27,18,9
2015-05-29-16-15-00,30,20,10
2015-05-29-16-30-00,47,30,17
2015-05-29-16-45-00,34,18,16
2015-05-29-17-00-00,44,31,13
2015-05-29-17-15-00,40,29,11
2015-05-29-17-30-00,43,23,20
2015-05-29-17-45-00,45,28,17
2015-05-29-18-00-00,34,25,9
2015-05-29-18-15-00,31,18,13
2015-05-29-18-30-00,29,15,14
2015-05-29-18-45-00,46,25,21
2015-05-29-19-00-00,20,14,6
2015-05-29-19-15-00,28,20,8
2015-05-29-19-30-00,31,18,13
2015-05-29-19-45-00,9,7,2
2015-05-29-20-00-00,11,8,3
2015-05-29-20-15-00,17,9,8
2015-05-29-20-30-00,14,5,9
2015-05-29-20-45-00,9,6,3
2015-05-29-21-00-00,4,4,0
2015-05-29-21-15-00,11,7,4
2015-05-29-21-30-00,5,4,1
2015-05-29-21-45-00,2,1,1
2015-05-29-22-00-00,8,2,6
2015-05-29-22-15-00,6,1,5
2015-05-29-22-30-00,4,1,3
2015-05-29-22-45-00,4,0,4
2015-05-29-23-00-00,2,2,0
2015-05-29-23-15-00,2,1,1
2015-05-29-23-30-00,2,1,1
2015-05-29-23-45-00,1,0,1
2015-05-30-00-00-00,0,0,0
2015-05-30-00-15-00,0,0,0
2015-05-30-00-30-00,1,1,0
2015-05-30-00-45-00,1,1,0
2015-05-30-01-00-00,1,0,1
2015-05-30-01-15-00,0,0,0
2015-05-30-01-30-00,0,0,0
2015-05-30-01-45-00,0,0,0
2015-05-30-02-00-00,1,0,1
2015-05-30-02-15-00,0,0,0
2015-05-30-02-30-00,0,0,0
