 ;5.12 BN - Straßburger Weg ;5.12 BN - Straßenburger Weg Radfahrer Ri. Süden ;5.12 BN - Straßenburger Weg Radfahrer Ri. Norden
2016-08-30-15-15-00;42;18;24
2016-08-30-15-30-00;56;31;25
2016-08-30-15-45-00;62;35;27
2016-08-30-16-00-00;58;24;34
2016-08-30-16-15-00;75;35;40
2016-08-30-16-30-00;87;39;48
2016-08-30-16-45-00;86;43;43
2016-08-30-17-00-00;72;35;37
2016-08-30-17-15-00;86;50;36
2016-08-30-17-30-00;110;64;46
2016-08-30-17-45-00;91;50;41
2016-08-30-18-00-00;87;63;24
2016-08-30-18-15-00;104;54;50
2016-08-30-18-30-00;81;44;37
2016-08-30-18-45-00;79;46;33
2016-08-30-19-00-00;65;35;30
2016-08-30-19-15-00;49;22;27
2016-08-30-19-30-00;49;26;23
2016-08-30-19-45-00;49;18;31
2016-08-30-20-00-00;44;13;31
2016-08-30-20-15-00;40;10;30
2016-08-30-20-30-00;36;13;23
2016-08-30-20-45-00;18;11;7
2016-08-30-21-00-00;22;6;16
2016-08-30-21-15-00;25;13;12
2016-08-30-21-30-00;19;3;16
2016-08-30-21-45-00;18;6;12
2016-08-30-22-00-00;12;7;5
2016-08-30-22-15-00;23;10;13
2016-08-30-22-30-00;35;23;12
2016-08-30-22-45-00;16;6;10
2016-08-30-23-00-00;11;2;9
2016-08-30-23-15-00;14;5;9
2016-08-30-23-30-00;2;1;1
2016-08-30-23-45-00;4;0;4
2016-08-31-00-00-00;3;1;2
2016-08-31-00-15-00;5;1;4
2016-08-31-00-30-00;3;2;1
2016-08-31-00-45-00;3;2;1
2016-08-31-01-00-00;3;1;2
2016-08-31-01-15-00;2;1;1
2016-08-31-01-30-00;1;0;1
2016-08-31-01-45-00;1;0;1
2016-08-31-02-00-00;0;0;0
2016-08-31-02-15-00;0;0;0
2016-08-31-02-30-00;1;1;0
2016-08-31-02-45-00;0;0;0
2016-08-31-03-00-00;0;0;0
2016-08-31-03-15-00;1;1;0
2016-08-31-03-30-00;1;0;1
2016-08-31-03-45-00;2;1;1
2016-08-31-04-00-00;0;0;0
2016-08-31-04-15-00;0;0;0
2016-08-31-04-30-00;0;0;0
2016-08-31-04-45-00;3;2;1
2016-08-31-05-00-00;3;2;1
2016-08-31-05-15-00;3;2;1
2016-08-31-05-30-00;5;3;2
2016-08-31-05-45-00;8;5;3
2016-08-31-06-00-00;7;4;3
2016-08-31-06-15-00;9;5;4
2016-08-31-06-30-00;26;17;9
2016-08-31-06-45-00;30;14;16
2016-08-31-07-00-00;35;21;14
2016-08-31-07-15-00;57;26;31
2016-08-31-07-30-00;95;41;54
2016-08-31-07-45-00;100;50;50
2016-08-31-08-00-00;112;35;77
2016-08-31-08-15-00;114;42;72
2016-08-31-08-30-00;109;40;69
2016-08-31-08-45-00;146;47;99
2016-08-31-09-00-00;68;29;39
2016-08-31-09-15-00;65;28;37
2016-08-31-09-30-00;38;20;18
2016-08-31-09-45-00;37;25;12
2016-08-31-10-00-00;32;12;20
2016-08-31-10-15-00;17;10;7
2016-08-31-10-30-00;40;21;19
2016-08-31-10-45-00;36;18;18
2016-08-31-11-00-00;29;20;9
2016-08-31-11-15-00;25;15;10
2016-08-31-11-30-00;28;7;21
2016-08-31-11-45-00;32;17;15
2016-08-31-12-00-00;31;10;21
2016-08-31-12-15-00;40;20;20
2016-08-31-12-30-00;41;17;24
2016-08-31-12-45-00;43;20;23
2016-08-31-13-00-00;38;19;19
2016-08-31-13-15-00;65;34;31
2016-08-31-13-30-00;32;13;19
2016-08-31-13-45-00;31;16;15
2016-08-31-14-00-00;32;15;17
2016-08-31-14-15-00;47;21;26
2016-08-31-14-30-00;49;23;26
2016-08-31-14-45-00;40;22;18
2016-08-31-15-00-00;36;18;18
2016-08-31-15-15-00;49;19;30
2016-08-31-15-30-00;58;26;32
2016-08-31-15-45-00;50;24;26
2016-08-31-16-00-00;71;25;46
2016-08-31-16-15-00;69;31;38
2016-08-31-16-30-00;75;36;39
2016-08-31-16-45-00;89;47;42
2016-08-31-17-00-00;97;46;51
2016-08-31-17-15-00;97;50;47
2016-08-31-17-30-00;104;59;45
2016-08-31-17-45-00;93;51;42
2016-08-31-18-00-00;88;47;41
2016-08-31-18-15-00;71;43;28
2016-08-31-18-30-00;80;37;43
2016-08-31-18-45-00;81;44;37
2016-08-31-19-00-00;64;35;29
2016-08-31-19-15-00;67;35;32
2016-08-31-19-30-00;51;18;33
2016-08-31-19-45-00;45;24;21
2016-08-31-20-00-00;42;18;24
2016-08-31-20-15-00;29;8;21
2016-08-31-20-30-00;34;13;21
2016-08-31-20-45-00;13;6;7
2016-08-31-21-00-00;22;7;15
2016-08-31-21-15-00;17;8;9
2016-08-31-21-30-00;27;8;19
2016-08-31-21-45-00;14;7;7
2016-08-31-22-00-00;20;7;13
2016-08-31-22-15-00;22;6;16
2016-08-31-22-30-00;43;35;8
2016-08-31-22-45-00;20;16;4
2016-08-31-23-00-00;9;4;5
2016-08-31-23-15-00;14;6;8
2016-08-31-23-30-00;8;2;6
2016-08-31-23-45-00;8;2;6
2016-09-01-00-00-00;4;2;2
2016-09-01-00-15-00;8;2;6
2016-09-01-00-30-00;2;1;1
2016-09-01-00-45-00;1;0;1
2016-09-01-01-00-00;1;1;0
2016-09-01-01-15-00;2;0;2
2016-09-01-01-30-00;2;0;2
2016-09-01-01-45-00;0;0;0
2016-09-01-02-00-00;2;0;2
2016-09-01-02-15-00;2;0;2
2016-09-01-02-30-00;1;0;1
2016-09-01-02-45-00;0;0;0
2016-09-01-03-00-00;0;0;0
2016-09-01-03-15-00;0;0;0
2016-09-01-03-30-00;0;0;0
2016-09-01-03-45-00;0;0;0
2016-09-01-04-00-00;0;0;0
2016-09-01-04-15-00;0;0;0
2016-09-01-04-30-00;2;0;2
2016-09-01-04-45-00;1;1;0
2016-09-01-05-00-00;3;3;0
2016-09-01-05-15-00;0;0;0
2016-09-01-05-30-00;7;5;2
2016-09-01-05-45-00;5;4;1
2016-09-01-06-00-00;12;6;6
2016-09-01-06-15-00;12;8;4
2016-09-01-06-30-00;17;10;7
2016-09-01-06-45-00;24;14;10
2016-09-01-07-00-00;38;21;17
2016-09-01-07-15-00;58;24;34
2016-09-01-07-30-00;84;39;45
2016-09-01-07-45-00;85;44;41
2016-09-01-08-00-00;99;38;61
2016-09-01-08-15-00;128;49;79
2016-09-01-08-30-00;129;41;88
2016-09-01-08-45-00;105;35;70
2016-09-01-09-00-00;80;37;43
2016-09-01-09-15-00;77;31;46
2016-09-01-09-30-00;39;23;16
2016-09-01-09-45-00;44;20;24
2016-09-01-10-00-00;29;16;13
2016-09-01-10-15-00;44;26;18
2016-09-01-10-30-00;31;18;13
2016-09-01-10-45-00;38;19;19
2016-09-01-11-00-00;30;10;20
2016-09-01-11-15-00;35;15;20
2016-09-01-11-30-00;23;12;11
2016-09-01-11-45-00;25;9;16
2016-09-01-12-00-00;44;23;21
2016-09-01-12-15-00;37;20;17
2016-09-01-12-30-00;38;22;16
2016-09-01-12-45-00;33;11;22
2016-09-01-13-00-00;48;24;24
2016-09-01-13-15-00;46;14;32
2016-09-01-13-30-00;37;17;20
2016-09-01-13-45-00;43;27;16
2016-09-01-14-00-00;40;20;20
2016-09-01-14-15-00;39;17;22
2016-09-01-14-30-00;36;19;17
2016-09-01-14-45-00;48;22;26
2016-09-01-15-00-00;48;23;25
2016-09-01-15-15-00;61;30;31
2016-09-01-15-30-00;63;37;26
2016-09-01-15-45-00;77;43;34
2016-09-01-16-00-00;67;26;41
2016-09-01-16-15-00;91;45;46
2016-09-01-16-30-00;72;47;25
2016-09-01-16-45-00;89;36;53
2016-09-01-17-00-00;75;26;49
2016-09-01-17-15-00;86;54;32
2016-09-01-17-30-00;97;48;49
2016-09-01-17-45-00;108;75;33
2016-09-01-18-00-00;97;55;42
2016-09-01-18-15-00;96;41;55
2016-09-01-18-30-00;67;31;36
2016-09-01-18-45-00;78;47;31
2016-09-01-19-00-00;73;22;51
2016-09-01-19-15-00;50;16;34
2016-09-01-19-30-00;59;19;40
2016-09-01-19-45-00;63;21;42
2016-09-01-20-00-00;51;21;30
2016-09-01-20-15-00;21;13;8
2016-09-01-20-30-00;31;15;16
2016-09-01-20-45-00;30;13;17
2016-09-01-21-00-00;21;10;11
2016-09-01-21-15-00;19;7;12
2016-09-01-21-30-00;20;6;14
2016-09-01-21-45-00;20;13;7
2016-09-01-22-00-00;29;9;20
2016-09-01-22-15-00;31;10;21
2016-09-01-22-30-00;39;23;16
2016-09-01-22-45-00;18;6;12
2016-09-01-23-00-00;16;7;9
2016-09-01-23-15-00;10;1;9
2016-09-01-23-30-00;7;1;6
2016-09-01-23-45-00;3;0;3
2016-09-02-00-00-00;5;1;4
2016-09-02-00-15-00;6;0;6
2016-09-02-00-30-00;3;0;3
2016-09-02-00-45-00;2;2;0
2016-09-02-01-00-00;2;1;1
2016-09-02-01-15-00;1;1;0
2016-09-02-01-30-00;3;1;2
2016-09-02-01-45-00;3;1;2
2016-09-02-02-00-00;1;1;0
2016-09-02-02-15-00;1;1;0
2016-09-02-02-30-00;1;0;1
2016-09-02-02-45-00;0;0;0
2016-09-02-03-00-00;0;0;0
2016-09-02-03-15-00;0;0;0
2016-09-02-03-30-00;2;0;2
2016-09-02-03-45-00;2;0;2
2016-09-02-04-00-00;0;0;0
2016-09-02-04-15-00;0;0;0
2016-09-02-04-30-00;0;0;0
2016-09-02-04-45-00;0;0;0
2016-09-02-05-00-00;2;1;1
2016-09-02-05-15-00;2;2;0
2016-09-02-05-30-00;4;4;0
2016-09-02-05-45-00;7;6;1
2016-09-02-06-00-00;13;6;7
2016-09-02-06-15-00;9;6;3
2016-09-02-06-30-00;15;7;8
2016-09-02-06-45-00;25;13;12
2016-09-02-07-00-00;31;17;14
2016-09-02-07-15-00;43;11;32
2016-09-02-07-30-00;80;31;49
2016-09-02-07-45-00;71;34;37
2016-09-02-08-00-00;102;39;63
2016-09-02-08-15-00;95;39;56
2016-09-02-08-30-00;87;29;58
2016-09-02-08-45-00;104;36;68
2016-09-02-09-00-00;56;27;29
2016-09-02-09-15-00;56;22;34
2016-09-02-09-30-00;45;26;19
2016-09-02-09-45-00;48;24;24
2016-09-02-10-00-00;43;26;17
2016-09-02-10-15-00;28;11;17
2016-09-02-10-30-00;29;18;11
2016-09-02-10-45-00;32;21;11
2016-09-02-11-00-00;36;22;14
2016-09-02-11-15-00;36;24;12
2016-09-02-11-30-00;35;16;19
2016-09-02-11-45-00;36;21;15
2016-09-02-12-00-00;41;19;22
2016-09-02-12-15-00;38;18;20
2016-09-02-12-30-00;51;22;29
2016-09-02-12-45-00;38;15;23
2016-09-02-13-00-00;41;18;23
2016-09-02-13-15-00;68;32;36
2016-09-02-13-30-00;58;21;37
2016-09-02-13-45-00;47;22;25
2016-09-02-14-00-00;45;24;21
2016-09-02-14-15-00;38;14;24
2016-09-02-14-30-00;64;25;39
2016-09-02-14-45-00;44;22;22
2016-09-02-15-00-00;34;22;12
2016-09-02-15-15-00;54;21;33
2016-09-02-15-30-00;62;29;33
2016-09-02-15-45-00;69;41;28
2016-09-02-16-00-00;68;34;34
2016-09-02-16-15-00;87;54;33
2016-09-02-16-30-00;79;48;31
2016-09-02-16-45-00;75;52;23
2016-09-02-17-00-00;65;26;39
2016-09-02-17-15-00;69;40;29
2016-09-02-17-30-00;64;32;32
2016-09-02-17-45-00;63;33;30
2016-09-02-18-00-00;49;20;29
2016-09-02-18-15-00;70;37;33
2016-09-02-18-30-00;48;30;18
2016-09-02-18-45-00;49;23;26
2016-09-02-19-00-00;49;20;29
2016-09-02-19-15-00;46;20;26
2016-09-02-19-30-00;39;19;20
2016-09-02-19-45-00;45;11;34
2016-09-02-20-00-00;40;13;27
2016-09-02-20-15-00;18;11;7
2016-09-02-20-30-00;19;11;8
2016-09-02-20-45-00;14;5;9
2016-09-02-21-00-00;17;8;9
2016-09-02-21-15-00;16;5;11
2016-09-02-21-30-00;18;3;15
2016-09-02-21-45-00;12;6;6
2016-09-02-22-00-00;12;4;8
2016-09-02-22-15-00;22;10;12
2016-09-02-22-30-00;16;7;9
2016-09-02-22-45-00;30;23;7
2016-09-02-23-00-00;20;13;7
2016-09-02-23-15-00;19;11;8
2016-09-02-23-30-00;7;3;4
2016-09-02-23-45-00;8;3;5
2016-09-03-00-00-00;6;4;2
2016-09-03-00-15-00;10;3;7
2016-09-03-00-30-00;10;1;9
2016-09-03-00-45-00;3;0;3
2016-09-03-01-00-00;3;0;3
2016-09-03-01-15-00;13;4;9
2016-09-03-01-30-00;8;1;7
2016-09-03-01-45-00;1;0;1
2016-09-03-02-00-00;2;0;2
2016-09-03-02-15-00;2;0;2
2016-09-03-02-30-00;5;0;5
2016-09-03-02-45-00;1;0;1
2016-09-03-03-00-00;1;0;1
2016-09-03-03-15-00;2;1;1
2016-09-03-03-30-00;1;0;1
2016-09-03-03-45-00;1;0;1
2016-09-03-04-00-00;0;0;0
2016-09-03-04-15-00;1;0;1
2016-09-03-04-30-00;2;0;2
2016-09-03-04-45-00;1;0;1
2016-09-03-05-00-00;2;0;2
2016-09-03-05-15-00;2;1;1
2016-09-03-05-30-00;2;0;2
2016-09-03-05-45-00;1;1;0
2016-09-03-06-00-00;3;2;1
2016-09-03-06-15-00;2;1;1
2016-09-03-06-30-00;2;0;2
2016-09-03-06-45-00;7;3;4
2016-09-03-07-00-00;4;1;3
2016-09-03-07-15-00;3;2;1
2016-09-03-07-30-00;2;2;0
2016-09-03-07-45-00;8;5;3
2016-09-03-08-00-00;7;5;2
2016-09-03-08-15-00;4;2;2
2016-09-03-08-30-00;15;8;7
2016-09-03-08-45-00;14;9;5
2016-09-03-09-00-00;8;5;3
2016-09-03-09-15-00;17;9;8
2016-09-03-09-30-00;26;18;8
2016-09-03-09-45-00;26;17;9
2016-09-03-10-00-00;14;10;4
2016-09-03-10-15-00;34;22;12
2016-09-03-10-30-00;28;21;7
2016-09-03-10-45-00;30;17;13
2016-09-03-11-00-00;32;19;13
2016-09-03-11-15-00;41;27;14
2016-09-03-11-30-00;39;22;17
2016-09-03-11-45-00;34;14;20
2016-09-03-12-00-00;34;15;19
2016-09-03-12-15-00;42;21;21
2016-09-03-12-30-00;37;20;17
2016-09-03-12-45-00;30;17;13
2016-09-03-13-00-00;46;29;17
2016-09-03-13-15-00;28;12;16
2016-09-03-13-30-00;39;13;26
2016-09-03-13-45-00;29;12;17
2016-09-03-14-00-00;23;12;11
2016-09-03-14-15-00;40;18;22
2016-09-03-14-30-00;57;33;24
2016-09-03-14-45-00;41;12;29
2016-09-03-15-00-00;48;18;30
2016-09-03-15-15-00;54;26;28
2016-09-03-15-30-00;40;15;25
2016-09-03-15-45-00;28;12;16
2016-09-03-16-00-00;41;11;30
2016-09-03-16-15-00;28;14;14
2016-09-03-16-30-00;42;15;27
2016-09-03-16-45-00;43;17;26
2016-09-03-17-00-00;56;24;32
2016-09-03-17-15-00;45;9;36
2016-09-03-17-30-00;26;10;16
2016-09-03-17-45-00;48;32;16
2016-09-03-18-00-00;39;13;26
2016-09-03-18-15-00;35;7;28
2016-09-03-18-30-00;37;20;17
2016-09-03-18-45-00;47;17;30
2016-09-03-19-00-00;37;9;28
2016-09-03-19-15-00;36;19;17
2016-09-03-19-30-00;44;22;22
2016-09-03-19-45-00;31;14;17
2016-09-03-20-00-00;22;7;15
2016-09-03-20-15-00;18;8;10
2016-09-03-20-30-00;32;16;16
2016-09-03-20-45-00;12;5;7
2016-09-03-21-00-00;14;6;8
2016-09-03-21-15-00;21;9;12
2016-09-03-21-30-00;10;2;8
2016-09-03-21-45-00;7;5;2
2016-09-03-22-00-00;10;3;7
2016-09-03-22-15-00;15;6;9
2016-09-03-22-30-00;14;6;8
2016-09-03-22-45-00;14;3;11
2016-09-03-23-00-00;12;5;7
2016-09-03-23-15-00;26;15;11
2016-09-03-23-30-00;27;21;6
2016-09-03-23-45-00;20;7;13
2016-09-04-00-00-00;11;4;7
2016-09-04-00-15-00;9;8;1
2016-09-04-00-30-00;3;1;2
2016-09-04-00-45-00;4;0;4
2016-09-04-01-00-00;8;6;2
2016-09-04-01-15-00;3;1;2
2016-09-04-01-30-00;10;5;5
2016-09-04-01-45-00;3;0;3
2016-09-04-02-00-00;10;5;5
2016-09-04-02-15-00;2;2;0
2016-09-04-02-30-00;3;0;3
2016-09-04-02-45-00;1;1;0
2016-09-04-03-00-00;0;0;0
2016-09-04-03-15-00;2;0;2
2016-09-04-03-30-00;1;0;1
2016-09-04-03-45-00;1;0;1
2016-09-04-04-00-00;0;0;0
2016-09-04-04-15-00;2;1;1
2016-09-04-04-30-00;2;0;2
2016-09-04-04-45-00;0;0;0
2016-09-04-05-00-00;4;0;4
2016-09-04-05-15-00;1;1;0
2016-09-04-05-30-00;1;0;1
2016-09-04-05-45-00;0;0;0
2016-09-04-06-00-00;4;2;2
2016-09-04-06-15-00;0;0;0
2016-09-04-06-30-00;2;2;0
2016-09-04-06-45-00;0;0;0
2016-09-04-07-00-00;2;1;1
2016-09-04-07-15-00;3;1;2
2016-09-04-07-30-00;3;1;2
2016-09-04-07-45-00;2;1;1
2016-09-04-08-00-00;2;1;1
2016-09-04-08-15-00;2;1;1
2016-09-04-08-30-00;2;1;1
2016-09-04-08-45-00;1;1;0
2016-09-04-09-00-00;0;0;0
2016-09-04-09-15-00;6;5;1
2016-09-04-09-30-00;6;3;3
2016-09-04-09-45-00;7;4;3
2016-09-04-10-00-00;11;8;3
2016-09-04-10-15-00;4;2;2
2016-09-04-10-30-00;9;4;5
2016-09-04-10-45-00;14;5;9
2016-09-04-11-00-00;15;10;5
2016-09-04-11-15-00;6;3;3
2016-09-04-11-30-00;18;6;12
2016-09-04-11-45-00;12;3;9
2016-09-04-12-00-00;11;4;7
2016-09-04-12-15-00;12;4;8
2016-09-04-12-30-00;18;10;8
2016-09-04-12-45-00;14;11;3
2016-09-04-13-00-00;4;3;1
2016-09-04-13-15-00;12;6;6
2016-09-04-13-30-00;12;6;6
2016-09-04-13-45-00;16;6;10
2016-09-04-14-00-00;9;7;2
2016-09-04-14-15-00;17;15;2
2016-09-04-14-30-00;4;2;2
2016-09-04-14-45-00;6;5;1
2016-09-04-15-00-00;8;2;6
2016-09-04-15-15-00;12;4;8
2016-09-04-15-30-00;13;7;6
2016-09-04-15-45-00;10;4;6
2016-09-04-16-00-00;10;3;7
2016-09-04-16-15-00;7;4;3
2016-09-04-16-30-00;14;9;5
2016-09-04-16-45-00;27;10;17
2016-09-04-17-00-00;10;6;4
2016-09-04-17-15-00;16;11;5
2016-09-04-17-30-00;18;11;7
2016-09-04-17-45-00;15;6;9
2016-09-04-18-00-00;14;11;3
2016-09-04-18-15-00;11;8;3
2016-09-04-18-30-00;10;5;5
2016-09-04-18-45-00;10;7;3
2016-09-04-19-00-00;12;4;8
2016-09-04-19-15-00;11;5;6
2016-09-04-19-30-00;9;4;5
2016-09-04-19-45-00;12;5;7
2016-09-04-20-00-00;6;3;3
2016-09-04-20-15-00;4;1;3
2016-09-04-20-30-00;10;5;5
2016-09-04-20-45-00;14;4;10
2016-09-04-21-00-00;9;6;3
2016-09-04-21-15-00;3;0;3
2016-09-04-21-30-00;5;2;3
2016-09-04-21-45-00;5;2;3
2016-09-04-22-00-00;8;2;6
2016-09-04-22-15-00;2;0;2
2016-09-04-22-30-00;8;3;5
2016-09-04-22-45-00;2;0;2
2016-09-04-23-00-00;2;0;2
2016-09-04-23-15-00;1;0;1
2016-09-04-23-30-00;1;0;1
2016-09-04-23-45-00;2;0;2
2016-09-05-00-00-00;0;0;0
2016-09-05-00-15-00;2;0;2
2016-09-05-00-30-00;0;0;0
2016-09-05-00-45-00;1;1;0
2016-09-05-01-00-00;0;0;0
2016-09-05-01-15-00;1;0;1
2016-09-05-01-30-00;0;0;0
2016-09-05-01-45-00;0;0;0
2016-09-05-02-00-00;1;1;0
2016-09-05-02-15-00;1;1;0
2016-09-05-02-30-00;0;0;0
2016-09-05-02-45-00;0;0;0
2016-09-05-03-00-00;0;0;0
2016-09-05-03-15-00;0;0;0
2016-09-05-03-30-00;1;1;0
2016-09-05-03-45-00;0;0;0
2016-09-05-04-00-00;1;1;0
2016-09-05-04-15-00;0;0;0
2016-09-05-04-30-00;1;0;1
2016-09-05-04-45-00;1;1;0
2016-09-05-05-00-00;3;1;2
2016-09-05-05-15-00;0;0;0
2016-09-05-05-30-00;3;3;0
2016-09-05-05-45-00;5;3;2
2016-09-05-06-00-00;14;8;6
2016-09-05-06-15-00;12;6;6
2016-09-05-06-30-00;25;17;8
2016-09-05-06-45-00;21;8;13
2016-09-05-07-00-00;37;19;18
2016-09-05-07-15-00;40;17;23
2016-09-05-07-30-00;64;25;39
2016-09-05-07-45-00;88;42;46
2016-09-05-08-00-00;93;39;54
2016-09-05-08-15-00;80;29;51
2016-09-05-08-30-00;116;38;78
2016-09-05-08-45-00;119;45;74
2016-09-05-09-00-00;76;32;44
2016-09-05-09-15-00;49;20;29
2016-09-05-09-30-00;49;28;21
2016-09-05-09-45-00;39;18;21
2016-09-05-10-00-00;20;10;10
2016-09-05-10-15-00;26;18;8
2016-09-05-10-30-00;28;16;12
2016-09-05-10-45-00;25;10;15
2016-09-05-11-00-00;14;6;8
2016-09-05-11-15-00;23;15;8
2016-09-05-11-30-00;24;12;12
2016-09-05-11-45-00;24;10;14
2016-09-05-12-00-00;30;19;11
2016-09-05-12-15-00;36;15;21
2016-09-05-12-30-00;29;10;19
2016-09-05-12-45-00;25;6;19
2016-09-05-13-00-00;40;17;23
2016-09-05-13-15-00;49;23;26
2016-09-05-13-30-00;32;20;12
2016-09-05-13-45-00;51;29;22
2016-09-05-14-00-00;39;22;17
2016-09-05-14-15-00;36;18;18
2016-09-05-14-30-00;26;6;20
2016-09-05-14-45-00;24;7;17
2016-09-05-15-00-00;43;21;22
2016-09-05-15-15-00;35;16;19
2016-09-05-15-30-00;51;27;24
2016-09-05-15-45-00;52;28;24
2016-09-05-16-00-00;61;31;30
2016-09-05-16-15-00;69;36;33
2016-09-05-16-30-00;70;42;28
2016-09-05-16-45-00;62;34;28
2016-09-05-17-00-00;65;27;38
2016-09-05-17-15-00;85;50;35
2016-09-05-17-30-00;86;45;41
2016-09-05-17-45-00;93;63;30
2016-09-05-18-00-00;76;46;30
2016-09-05-18-15-00;76;37;39
2016-09-05-18-30-00;55;27;28
2016-09-05-18-45-00;77;44;33
2016-09-05-19-00-00;54;33;21
2016-09-05-19-15-00;63;38;25
2016-09-05-19-30-00;30;12;18
2016-09-05-19-45-00;46;23;23
2016-09-05-20-00-00;28;5;23
2016-09-05-20-15-00;27;8;19
2016-09-05-20-30-00;17;7;10
2016-09-05-20-45-00;20;10;10
2016-09-05-21-00-00;25;7;18
2016-09-05-21-15-00;25;8;17
2016-09-05-21-30-00;16;5;11
2016-09-05-21-45-00;23;5;18
2016-09-05-22-00-00;12;3;9
2016-09-05-22-15-00;15;7;8
2016-09-05-22-30-00;9;2;7
2016-09-05-22-45-00;6;0;6
2016-09-05-23-00-00;5;1;4
2016-09-05-23-15-00;2;2;0
2016-09-05-23-30-00;3;2;1
2016-09-05-23-45-00;3;1;2
2016-09-06-00-00-00;5;2;3
2016-09-06-00-15-00;1;0;1
2016-09-06-00-30-00;1;0;1
2016-09-06-00-45-00;1;1;0
2016-09-06-01-00-00;2;2;0
2016-09-06-01-15-00;0;0;0
2016-09-06-01-30-00;0;0;0
2016-09-06-01-45-00;0;0;0
2016-09-06-02-00-00;0;0;0
2016-09-06-02-15-00;0;0;0
2016-09-06-02-30-00;1;0;1
2016-09-06-02-45-00;0;0;0
2016-09-06-03-00-00;0;0;0
2016-09-06-03-15-00;0;0;0
2016-09-06-03-30-00;0;0;0
2016-09-06-03-45-00;3;1;2
2016-09-06-04-00-00;0;0;0
2016-09-06-04-15-00;1;1;0
2016-09-06-04-30-00;0;0;0
2016-09-06-04-45-00;2;2;0
2016-09-06-05-00-00;3;1;2
2016-09-06-05-15-00;4;3;1
2016-09-06-05-30-00;6;5;1
2016-09-06-05-45-00;7;5;2
2016-09-06-06-00-00;10;7;3
2016-09-06-06-15-00;12;5;7
2016-09-06-06-30-00;25;16;9
2016-09-06-06-45-00;34;18;16
2016-09-06-07-00-00;39;19;20
2016-09-06-07-15-00;62;33;29
2016-09-06-07-30-00;102;42;60
2016-09-06-07-45-00;91;45;46
2016-09-06-08-00-00;97;42;55
2016-09-06-08-15-00;129;55;74
2016-09-06-08-30-00;120;46;74
2016-09-06-08-45-00;134;54;80
2016-09-06-09-00-00;86;33;53
2016-09-06-09-15-00;56;28;28
2016-09-06-09-30-00;55;36;19
2016-09-06-09-45-00;47;28;19
2016-09-06-10-00-00;41;22;19
2016-09-06-10-15-00;33;13;20
2016-09-06-10-30-00;37;20;17
2016-09-06-10-45-00;32;13;19
2016-09-06-11-00-00;28;12;16
2016-09-06-11-15-00;23;14;9
2016-09-06-11-30-00;39;20;19
2016-09-06-11-45-00;35;16;19
2016-09-06-12-00-00;34;21;13
2016-09-06-12-15-00;34;19;15
2016-09-06-12-30-00;38;16;22
2016-09-06-12-45-00;44;21;23
2016-09-06-13-00-00;44;12;32
2016-09-06-13-15-00;52;20;32
2016-09-06-13-30-00;56;23;33
2016-09-06-13-45-00;57;30;27
2016-09-06-14-00-00;44;19;25
2016-09-06-14-15-00;50;19;31
2016-09-06-14-30-00;34;21;13
2016-09-06-14-45-00;51;23;28
2016-09-06-15-00-00;40;14;26
2016-09-06-15-15-00;44;24;20
2016-09-06-15-30-00;68;38;30
2016-09-06-15-45-00;76;39;37
2016-09-06-16-00-00;68;30;38
2016-09-06-16-15-00;82;31;51
2016-09-06-16-30-00;88;49;39
2016-09-06-16-45-00;89;44;45
2016-09-06-17-00-00;72;33;39
2016-09-06-17-15-00;105;65;40
2016-09-06-17-30-00;106;49;57
2016-09-06-17-45-00;97;69;28
2016-09-06-18-00-00;82;53;29
2016-09-06-18-15-00;88;50;38
2016-09-06-18-30-00;79;37;42
2016-09-06-18-45-00;77;48;29
2016-09-06-19-00-00;60;31;29
2016-09-06-19-15-00;58;32;26
2016-09-06-19-30-00;43;24;19
2016-09-06-19-45-00;56;28;28
2016-09-06-20-00-00;35;14;21
2016-09-06-20-15-00;36;12;24
2016-09-06-20-30-00;38;11;27
2016-09-06-20-45-00;28;14;14
2016-09-06-21-00-00;28;12;16
2016-09-06-21-15-00;21;7;14
2016-09-06-21-30-00;17;2;15
2016-09-06-21-45-00;17;10;7
2016-09-06-22-00-00;15;4;11
2016-09-06-22-15-00;21;3;18
2016-09-06-22-30-00;16;4;12
2016-09-06-22-45-00;14;8;6
2016-09-06-23-00-00;12;5;7
2016-09-06-23-15-00;5;4;1
2016-09-06-23-30-00;10;4;6
2016-09-06-23-45-00;0;0;0
2016-09-07-00-00-00;10;3;7
2016-09-07-00-15-00;0;0;0
2016-09-07-00-30-00;1;0;1
2016-09-07-00-45-00;1;1;0
2016-09-07-01-00-00;1;0;1
2016-09-07-01-15-00;1;0;1
2016-09-07-01-30-00;0;0;0
2016-09-07-01-45-00;1;1;0
2016-09-07-02-00-00;0;0;0
2016-09-07-02-15-00;1;0;1
2016-09-07-02-30-00;0;0;0
2016-09-07-02-45-00;0;0;0
2016-09-07-03-00-00;4;0;4
2016-09-07-03-15-00;0;0;0
2016-09-07-03-30-00;0;0;0
2016-09-07-03-45-00;1;0;1
2016-09-07-04-00-00;0;0;0
2016-09-07-04-15-00;3;1;2
2016-09-07-04-30-00;1;0;1
2016-09-07-04-45-00;3;2;1
2016-09-07-05-00-00;2;2;0
2016-09-07-05-15-00;5;4;1
2016-09-07-05-30-00;3;2;1
2016-09-07-05-45-00;11;9;2
2016-09-07-06-00-00;10;4;6
